pid,rowNum,caption,label
"""F3m6WTf6AnNCipVKgjDBNQ""",18480,NULL,food
"""GLLXS45nR2oUVL6DWJvtnA""",18481,NULL,food
"""SLTJtNRhQU443YIR5i-H8Q""",18482,NULL,food
"""RwWeeqXwOz2cOY7jyOkg-A""",18483,Freshly sliced Gyros,food
"""TKwYRQYJFu78hZWMi9pJrw""",18484,Rugelach,food
"""bszm_Zr4xoejSuakvVecAw""",18485,NULL,food
"""KLzI1GY83D2ZHdG8VuTDFA""",18486,Poke bowl (1 protein),food
"""k7ab4N5PiQp-yDvfbbiDRA""",18487,NULL,food
"""ktpvJ2WeTuzmU0rz8nvQtA""",18488,NULL,inside
"""sADhgVl90rVFsPNgj4zVNg""",18489,NULL,outside
"""e7luze9AXqvBqT_-jHcu1g""",18490,NULL,outside
"""KLEU4edU8VNHYPAlwRduLw""",18491,A bar with a view of the bay. Bring your fur babies with you too!,outside
"""k76C_8WbVXscnSBPbp4Ahg""",18492,Front drive thru,outside
"""yVmQK2F8x8CwH3At99zuAA""",18493,NULL,food
"""dIvOfADDNnXv2v07CkvTsw""",18494,NULL,outside
"""PR5791UnZcKultXJHNW5CQ""",18495,8.26.18 Outdoor seating,outside
"""AJibO5DswosVxYe1QkLpGQ""",18496,Treats that were in our bag,food
"""NAs23No-hl1XOkTvm7gbng""",18497,NULL,outside
"""CHs_pG31sITN1QCNmbGdIw""",18498,"""Santa Fe Express""",food
"""qI7uRbMp_1aUz37JVryWmg""",18499,NULL,food
"""97rWabcORz8fBdkXMLkvDg""",18500,Lamb with Lentils,food
"""0-mL-aZchIQE4nDE6r80Eg""",18501,NULL,inside
"""CNFfc6d-5BosQkzXwHEoJA""",18502,NULL,outside
"""aJxjEOKbN8TAEkckcgh2fQ""",18503,Cantaloupe Green Tea special,drink
"""yT0D7jWczY_vsD-ZKgS97w""",18504,NULL,outside
"""p9loMN1LBqkFelxywmewNA""",18505,Super Bowls,inside
"""d205LNLgUGeS_XeEkA6-OQ""",18506,Tuna / Salmon Poke Bowl DELICIOUS,food
"""vsaWvJmkSnBSI0MUulj2mA""",18507,"Bloody Mary. Never mind the plastic cup, it was Tomato Fest.",drink
"""oz0VvOJsW-QVz8zXdj4hjQ""",18508,NULL,food
"""bbm0YcMA_N5d5Og8eO6-jA""",18509,Vegetarian pasta,food
"""KW10uj-cFxQogRov0LQopw""",18510,NULL,food
"""ezZaIljyhuPvGr18f_gNhw""",18511,10oz Ribeye,food
"""qNXnolbAurOZRGTZnveXhQ""",18512,Life,drink
"""TWVDh2XXvMKbCFMfr4KGmw""",18513,NULL,food
"""Z8WG88V4LA9_KUNnWFk9Gw""",18514,NULL,food
"""Js-mCMqP0jzPr60lh6vnIg""",18515,To go menu,menu
"""cn-ZwtRkuK5dpgNV9CMIxA""",18516,"Tourmalet, heirloom tomato, boquerone, aji amarillo after pour of cheese",food
"""2WgbJpHnEbdworvSLiloiw""",18517,Chicken with string bean and garlic sauce,food
"""Z-1Q09WqxFh-lxYxk8KhCA""",18518,NULL,outside
"""PDTEMk0dqgEZRFhgVSPigw""",18519,NULL,outside
"""Xc1gnfLcSaFROWGzSWzWtg""",18520,NULL,food
"""6rrvmhsDDjD1ecepvx-S1Q""",18521,NULL,food
"""t9xHwxWcdUKqRkqKirXNiA""",18522,NULL,outside
"""tSeQXrNZqukhh7R68dC5Ng""",18523,Counter seating area,inside
"""7ILoIjnoumkR2GnvMzoMMA""",18524,NULL,food
"""yRstjGQ0TJEKAl1mEUvImg""",18525,NULL,inside
"""2u1MLPnbFhZ2AK3aZprxvA""",18526,Small bar area and counter,inside
"""7nqijl9obFz06LMzhDuiFw""",18527,PJ's King Club Sandwich,food
"""EUnXAzf4DlHe8ohOexEOhQ""",18528,NULL,inside
"""9um7KGUz9ckLC5Q9wJY1dA""",18529,NULL,inside
"""_RWoeoTgqxyDXslZtA2pmA""",18530,NULL,food
"""fkQZXgnEY6bKucxzUopx0A""",18531,Lamb Rib Kabob,food
"""2SkK-GuVEcAqDZnRSyaB8Q""",18532,NULL,food
"""wDS16yhv36g3RPfQHAQC1g""",18533,Chicken tikka bowl.,food
"""JhODbR_pcs4tCg-Zw01bQA""",18534,amada pig feast: potatoes,food
"""Uo1BlM2z4NVa-R8b7nHrMQ""",18535,NULL,food
"""T9oZ3_W4apP7jqdeqnVEIQ""",18536,NULL,food
"""_b5xvcQAa8Y07yh5NmUB5w""",18537,"Pat's across street. A bit more taste, but also greasier.",outside
"""s4Yj2xWEpT-U8h7zHMdW2Q""",18538,Outside,outside
"""dA2HqxNHOfSQ7X76NnnxpQ""",18539,NULL,food
"""MGiLqXbzz9m5EN6wJz4vzw""",18540,Bangers and Mash.  Very yum.,food
"""aE1mZ3slx1AY-VOUxLQjfA""",18541,NULL,outside
"""P8bV_rQPE4qvKMv7lHAwtQ""",18542,Carne Asada Skillet Breakfast,food
"""_xre-63qtmnQlU0NThDHxA""",18543,NULL,inside
"""GV9JGPPKETcKz98XNHccvg""",18544,NULL,drink
"""6jo47paVUeVuqraz846nZw""",18545,Outside Seating,outside
"""11BJcqPV7MV5XdAFIf4Waw""",18546,Carangi Bakery is not too far from all the tourist destinations including the Liberty Bell,outside
"""76BYeVaeU435vRhtRcZRkQ""",18547,NULL,food
"""SwCHmGy9fFO3FezBDxCCPA""",18548,Prime Rib. Worth all $31,food
"""ucqI2pJ19mZsL0foPhM0_g""",18549,New Hakkan restaurant in Chinatown,outside
"""QSTwRZBxo_SigT5O8vByeA""",18550,NULL,outside
"""d9Ixm3l-NjUm3r25o4c8OA""",18551,Ropa vieja,food
"""sReKteBnaB81xE1QJYWOvg""",18552,NULL,drink
"""9tqdsDmcknXhgFMgZcNPeg""",18553,Front of restaurant.,outside
"""X2mGpm9jMqEI707z4lzXXA""",18554,"Brett's Bretts Conglomeration Pizza, chicken fingers, fries, onion rings, Syberg's quesadilla and house salad",food
"""yzFao_kxp7490RgRvTbKeA""",18555,short rib fries,food
"""jiBKeLTWL_S5bBnz1wFhNg""",18556,Fire n ice drink,drink
"""AwYySM5ggwTWwsmnEtwiZQ""",18557,Across the street,outside
"""i922xS3ES6orFmZfdEyRPw""",18558,NULL,inside
"""Q6qG_jgAG48pNOruJIhZAw""",18559,Part of the great draft beer selection.,inside
"""azoKmTTxD2hRI3MWiH1qjw""",18560,NULL,outside
"""BkRQ1mwOu6n4EdAJropK2w""",18561,Various pastries,food
"""IbWr7GTFmNmN9kQzQjBcfg""",18562,Red Oil spicy pork belly,food
"""6HwMHE9oGgDXcK10baH8YQ""",18563,Spicy Milano Pizza,food
"""RIFVdSA3IbdzwfqLKun4NQ""",18564,NULL,food
"""37kChEWpDkJQ3j1iRM1GoQ""",18565,NULL,drink
"""pIoSMZwaj8sXO69PIAOHWA""",18566,NULL,outside
"""977DCVjpeayJahgGnnHv1Q""",18567,Matcha tiramisu,food
"""zCXfV3hcayWdgGbaNBFn7A""",18568,NULL,inside
"""W5Esz3Lor45LyalCm4olaQ""",18569,NULL,food
"""th1nOoaOSy3Pse3f2gDbYQ""",18570,View of the gourmet food market,inside
"""CBsLmvI0__Y9BtGgXfKSjg""",18571,NULL,inside
"""lbz-8TW7g87qabIT_JcnRg""",18572,NULL,inside
"""P_BBYJ5PF60kdh6zriwZxQ""",18573,NULL,food
"""zKKOORYoarGXypL2Cr_4vg""",18574,"Beer, pulled pork, and cupcake.",food
"""TZWNwX-UdmhfFngMrlf7uw""",18575,SukhoThai Sampler Appetizer,food
"""fZX52Ml5NNTWb7BQrmpDRw""",18576,NULL,drink
"""_ZDab34pasFgSiEouE2wbg""",18577,NULL,inside
"""9L-wlrO_g51fwjyJcZyHgQ""",18578,NULL,food
"""ly7XZkoiME4o6QDroqtXwQ""",18579,Cookies and gelato go great together!,food
"""Me1nMUkjtcmoZTZMvDb9Cg""",18580,Black and bleu burger! Girlfriend's fav! (Lettuce wrap!),food
"""nkV0xKWdBtCJlR1iPtXIjw""",18581,Fun!,inside
"""zpXBcW08QU4MyYGVbMTaQw""",18582,Potatoes,food
"""1PsMGIk34-6RDclZ5FkNLg""",18583,Yum yum oysters!!!,food
"""s-uCef0WsP7HgUsEmPgm3w""",18584,NULL,food
"""JQUXoLKFdeC2ZvvR8CeB9A""",18585,"Risotto & Mozzarella Arancine; ham, mozzarella, parmesan",food
"""3HLXXMGvZ2nFDDOPo-IOQQ""",18586,Roasted Halibut. Divine! (Part of 2019 Summer Tasting Menu),food
"""19_TUo6-5vLt_24NlTCCaw""",18587,NULL,inside
"""i16GJWPcthmTuniKzeTyBg""",18588,"A great trinity of Cocktails. Martini, Last word and Boulevardier",drink
"""STEsO5YOYvA8ylLvoshsLQ""",18589,NULL,drink
"""Cmctj7Zrdo77w5-Dwh6C5A""",18590,NULL,inside
"""VEf44CP3NpFaWYTLCK38Aw""",18591,Greek Frozen Yogurt - with Honey,food
"""IP5DoKd4MQXusz2WVN_1zg""",18592,NULL,inside
"""Zl3cTH73GiOdPaDsFaMgEg""",18593,NULL,inside
"""X765Ht_RiExkbIUhIGnc_A""",18594,Side-o-grease,drink
"""pWRy4UBASazkGH2PXywWLw""",18595,NULL,inside
"""6EXIXeA45j0MOmQTOtj7vQ""",18596,NULL,food
"""qYWwsN6rVNNrIsYoMRNhLA""",18597,Arepazo...,food
"""m_hjziDnSzE2oNK8h5vbSQ""",18598,UBE,food
"""g9iK0Juk0STNBM4guupoqA""",18599,Mr. Tso's Cauliflower,food
"""f4fdH6pApuwypoP1_wRh6w""",18600,NULL,inside
"""t4pmUem4lI-utbsKZMePbw""",18601,NULL,food
"""_u96oSSAZMvLNU_01Dy7bg""",18602,NULL,food
"""oEryDjCy_FGPkGtjF4VKcA""",18603,SHRIMP KATSU CURRY RICE BOWL,food
"""svxZzjlFKL0D002NnM--HQ""",18604,Kinda silly to sell these when other retailers on the lane give them away....,food
"""Qn23nHrwRIGoPcGvWWCdSA""",18605,Hubby profiling and the water.,outside
"""gfCiHAmZP4w3q11U2QqUQA""",18606,NULL,food
"""3ETJ42qp6jg0M-hrpC3xQw""",18607,NULL,outside
"""ZrH9hL1VU_a7rosRL2wjgw""",18608,The Good Pie 6-10,food
"""HrgDsQoBlw5sP4bxErobrw""",18609,NULL,inside
"""bzg8HYI9FvPqGRHA_pGAkw""",18610,NULL,inside
"""pWu_cmGxCteZTkJMDesG3w""",18611,NULL,food
"""5cTiXr5BjMvNIX7jaW0DKQ""",18612,NULL,food
"""WGtxu-7gaQa5dyNjvWs7hw""",18613,Brownie Sundae,food
"""FSZ6ZtQT15Kh-fMXFlVEAg""",18614,rock crab special $23,food
"""i9OfcQ51slX5hZiZK5nQ1w""",18615,NULL,inside
"""gXT2kmhNv2AomNW6TlAP7A""",18616,Fries,food
"""tEQjhmP-De9M9OGadw-c4Q""",18617,NULL,food
"""tY3hh6j0FWn7gwdnvabCzA""",18618,NULL,inside
"""-9XHJmUIZkBF9zX7VRFPww""",18619,Bar,inside
"""B-s0Dtd942Qxi1D6QNTp4g""",18620,NULL,inside
"""5qkqcLp3LZvZ8pgFoMDYQg""",18621,NULL,inside
"""Ry8RBW-VZT5fAZCr08oAOw""",18622,NULL,food
"""tz43oVWGHHJUGqvaqyoQuA""",18623,Bandera,food
"""Ih6NIsU7YqRJ9ATRTd1-rA""",18624,More pictures in the bathroom. Love the wedding portrait.,inside
"""IGIdGhQU2w_Ov7UV2VnDnQ""",18625,NULL,inside
"""gC4JvSeBECM6DbP5V17Vig""",18626,NULL,food
"""Wc8tbcYKjRDfKzrgGB3T4Q""",18627,NULL,inside
"""ZZNxyJARmsYgfdd7venqmQ""",18628,NULL,inside
"""gjzz1EibAKGhpZu6DU6tOw""",18629,NULL,outside
"""LHFj8kQjtTHA8eqxOrraQA""",18630,"Shrimp and oyster gumbo, for breakfast!",food
"""JULqq81jQh0W8zg_McWX3w""",18631,Paul Mineo's Trattoria- Westport Plaza,inside
"""6o9DDdVfDooHJAxY5MFffQ""",18632,Watermelon salad - great,food
"""Jmk9zgvQAWFsj1B1vCXQ2w""",18633,Tacos,food
"""YQ0AoQyjztznjCXb8X0XZg""",18634,NULL,food
"""Rf3SKyRmuKB7g6WeKzcdZw""",18635,NULL,food
"""xnG_Z7VRcXedpR_CMqZRaw""",18636,NULL,food
"""2aTPdHHlyx403QgSEE4egA""",18637,NULL,food
"""ui4a3WDDmHj0Gkk-NvSzOQ""",18638,Interior,inside
"""jQP09-Vq1-TGayg1s4hghA""",18639,Baked Brie,food
"""a-x99mpGuxDCADEaBMCReA""",18640,Thai Butternut squash soup- nice flavor profile  Beef carpaccio -  beautifully thin sliced,food
"""uITGhgu2_1zAPazRd1cSZw""",18641,NULL,food
"""1ZV3Qjrv8zJm-VyJ8gRMAA""",18642,NULL,outside
"""ND04tDUvq6yZcbV0AwtUpQ""",18643,rib fan?,food
"""eAWTamrUKAcBQWdxblu0cg""",18644,NULL,inside
"""-_iFib1aBMBo5fSmRTvCIg""",18645,NULL,food
"""J92juHzvL-OgLEW0LIOXNA""",18646,NULL,food
"""SQZT8x2dc4HUOo9ODa9r5A""",18647,Grilled hangar steak w/ salsa verde,food
"""IJxjuqF8n8VM3oSdAsFMPg""",18648,Interior (Panoramic),inside
"""kfDiIlL7zls-6zJHPyGR7A""",18649,NULL,inside
"""Doz-yCWzr-SpBi_vl4StZw""",18650,NULL,outside
"""AtNPv0A3QW3iy1P8-phWzg""",18651,NULL,food
"""Euc6Y142XcuawVp_8IVOMw""",18652,NULL,inside
"""DlExF6czVvxIEGXAdwGzxg""",18653,Mussels,food
"""cYaQ5pXeg7wqMPEErGpVTQ""",18654,Woolworth on Fifth - Rootbeer Float,drink
"""qrxozC6c0sBEpFJzDhfJjQ""",18655,It's Christmas at the bar!!,inside
"""SOpw5tbADCOo6Frn5-aoAQ""",18656,Lovely interior,inside
"""Ws5HF_jhzPjEbn9vwUf5bA""",18657,The Weight,inside
"""gj-zB5TsZFFVIW9OSq8ykg""",18658,NULL,food
"""rj4FTcfZm7aE_UMAli-JSw""",18659,NULL,inside
"""2vmVm_2BcpcRYAnR89Dvvg""",18660,Interior,inside
"""mLm2tZWv8EZSSc8HRlsH3Q""",18661,Mixtas,food
"""UJpAQazrLvdiSWw3wWaSgw""",18662,Arnold's After Dark Menu now Available,menu
"""zh_fKB0ExbV4Bnzov3s9wQ""",18663,NULL,food
"""5tKMzSCYmM7IgAyS1HRfbw""",18664,Best sushi in STL! A bit pricier than other places but definitely worth it. Highly recommend this restaurant.,food
"""5nZ1vzyGz49lZ2BL0hNIiQ""",18665,Exterior Halloween decor,inside
"""YdCVhGPiLh4xdMwzmpSwLQ""",18666,NULL,outside
"""anW4HdB32MZOt20WCN1J6g""",18667,DJ born will b spinnin that night!,inside
"""GdBGmXlcD7qJm__Vkca86Q""",18668,NULL,inside
"""ERjnKMcafu4CitStS3Rerg""",18669,Tuna Steak,food
"""8fliVhSysLeyO0sWwDKJVQ""",18670,Nutella mousse donut,food
"""KOCAvpY86Wg_gFLShwXKbw""",18671,Homemade Bread Pudding,food
"""EIEQnhtgdddbhqlR5nwuTQ""",18672,The scenery,outside
"""Z0J8iWyScpf1l0JuollzEg""",18673,Inside table,inside
"""GojR4Std-jPkPxUTDkKkwA""",18674,NULL,food
"""DFbS20H9cNDCtrFiJvwH6g""",18675,Patio bar.,inside
"""aHXNybLoIjzxpb2j1lTMlw""",18676,NULL,food
"""Zw9Umj5Mwo20IjaoKprE3A""",18677,NULL,food
"""_reDIJfmArO1Jdw99LliUQ""",18678,spicy-cheeseburger with bacon.  crispy sweet potatoes fries were extra.,food
"""4hRK_V4cU04t3fHIE4uLcg""",18679,NULL,food
"""LNHfqdalZUqikYFuCAR-3Q""",18680,NULL,food
"""cwd8aRA-Zzyv95T6-bQC5w""",18681,C.A.B NY Strip Steak Frittes,food
"""_h3moCowZf63nuUcK9bbyg""",18682,(IG: @andy.elizabeth) Tavern nachos w/ angry chicken + salad of little gems,food
"""7LS-BT5YA0wP9HbIkY2tog""",18683,NULL,food
"""VLonjXjAva7NpZ6QScMnEg""",18684,NULL,food
"""vP3qQ9OnxpJ-O94Sl_CPfQ""",18685,NULL,food
"""SWF2uIvaiU9BkxtVYn6PEg""",18686,NULL,food
"""omgL0kYkXnp1NiZq6qrMlw""",18687,In between dining rooms,inside
"""_M9OgBtOI-WlXO3ud6jObA""",18688,NULL,drink
"""H-Q6OfhHaMSjkq1-SMlU4g""",18689,Spicy Rainbow roll,food
"""dY6w6D48M8vc5UNvgi1wkA""",18690,Pad Thai,food
"""OlyF9dGSCS8XEL7OHl-0Ug""",18691,Mediterranean chicken on the patio,food
"""dgJBQx7umfJ4oyMezlirkg""",18692,NULL,food
"""91l1kfvX6uuiHW9JUhNKBg""",18693,NULL,drink
"""bMCg8uftVNrPLzbLJOeVTg""",18694,NULL,inside
"""L98dDFTv3U-gGmhr7kuUiw""",18695,NULL,food
"""CMR6NyIVQ8tM4iJsdae0VA""",18696,"Wendy's, Ruskin",outside
"""JY7UtK0jJ0H0gVFu-w20nw""",18697,NULL,food
"""kGlL_YnFznS_EOphcDTpww""",18698,Lavender latte,food
"""sGQ0etLMeNpfO-1ZadyBhw""",18699,Charbroiled oysters,food
"""15Am7IqyAK4I4jpev_9RBg""",18700,"tasting plate...meatball with ricotta, wing, rib and something else? Don't know what the rolled up item in the foreground was",food
"""ZYpOugZB43r7TF2HwqqauQ""",18701,Buffet,inside
"""SUTt1EA-cg3VnD4yKlW4vQ""",18702,Chef Jenna,outside
"""UuP6SETbH1G50miS5Junbw""",18703,NULL,food
"""Zi4KYzobzJ19eHBTkHheTw""",18704,Just very dirty and the sauce containers are gross or empty.,inside
"""q_8slC_d1Sdz67zk-9Jweg""",18705,NULL,inside
"""LKbPpGNCkxllumaYrt_2Rw""",18706,Emmy Squared,inside
"""doc1HnVqssXaXfhXy-avqw""",18707,NULL,food
"""Rirr4LzaG79UNKUV1r7GTA""",18708,Cheese Steaks at Jim's in Philly,food
"""RYjKeXye-YSYVRYp9q5Efg""",18709,Playboy and Tennessee two step,food
"""uELzI4oeT1NRv0GwywII7Q""",18710,Interior,inside
"""E1wV7q5ntdPWDLJPkVpGWA""",18711,Chef at work,inside
"""zrk1YJ8HmgUgP0LdG-Dl3g""",18712,Such a cute place inside!,inside
"""vQBfMkX1BoO8xLaST5JUSA""",18713,Menu,food
"""XQdU9RxjZKJ102T_rPPm5Q""",18714,NULL,food
"""lOVZQ-c2gSJkfXoh7uN3KQ""",18715,Fried Oyster Po Boy,food
"""aWPOhjs4oO628hhgv2iHNA""",18716,NULL,food
"""0dDjF4sWjo9Bl2PkBYWSDg""",18717,NULL,inside
"""5PizhTeTgXQe0gpzuBAL7A""",18718,Pitcher of the Wheat Ale!,drink
"""jsgA2QO7YhpO608XUaUQuw""",18719,indoor and outdoor seating,outside
"""v_rucPKk3LcN0UOzscp68w""",18720,NULL,inside
"""lj9d-Kylh4kurm2cbjP2cw""",18721,NULL,food
"""AEnxVjarEcIdbtNtlldSMA""",18722,NULL,food
"""H4ndY_GfbXmMemUX_Dd3mQ""",18723,NULL,food
"""FPcOZSaKt0DwHZ97y5Q9Aw""",18724,Wine wall,outside
"""ayQVLccGaJ23rKs5GB-0oA""",18725,3 tenders with the baked beans side.,food
"""mett-Ju4KEQMKAHoKUfjRQ""",18726,Bread pudding,food
"""9gAZkwVg-_1SqIA547Q4zA""",18727,NULL,food
"""sySGoulP76urYi-r0GkHYQ""",18728,NULL,inside
"""FbyGRhj_f7QbDypGpA6n8A""",18729,NULL,food
"""_k6gsi7f_Kq5X3jCrv9H9w""",18730,NULL,drink
"""vxt3-ATQD4rkTI0yU4L7EQ""",18731,OMG 2.0 Burger,food
"""31NJ9qGAtb2yxCdKI-DTpg""",18732,NULL,food
"""WCOgPOvKZl46Y1itp7HbBw""",18733,NULL,drink
"""Vp_9R7gPLjrqqkoBnQcelQ""",18734,NULL,food
"""EAA1BZ9ENOUneYo4GTJw1A""",18735,NULL,outside
"""5ACXyXZb-1viDWXib_IUTg""",18736,NULL,food
"""X-SkOLJ4JoEOzJdoolxU1Q""",18737,Tori and nigiri,food
"""FTpGFvSVM_BuhZWxfbk6dw""",18738,"Cool down than with some traditional Japanese Mochi ice cream! We have Green Tea, Red Bean, Coklat & Mango flavors",food
"""723XVT_js3starTBZ-jOvQ""",18739,NULL,outside
"""ROXpmHp5bkZXi5ENB3nuZg""",18740,NULL,food
"""V0tlw3gBLXnOQglFiLhx3A""",18741,The 5 alarm burger and crinkled cut fries. In the back is a BLT and cup of cream of mushroom soup.,food
"""EgPvw3GI4Gk7GjiGEGR3-g""",18742,Fancy,inside
"""Zux_9aZhAFwu8Mny3FDEzQ""",18743,So much variety,food
"""QazXPDJoL2CV7Uw18VZ_uw""",18744,Crab ravioli gettin it done,food
"""Ic6QNIQNTCGB4xZ3VCge2A""",18745,Guests Choosing A Meal,drink
"""UlBjqy-xC5bGrne8a99jsg""",18746,Lobster Benedict. Came with 2 halves.,food
"""jGz6BboBVgom_1mN7H6Vzg""",18747,Mussels in a red sauce (also available in white sauce),food
"""CDPpA8yM_q8MKyUqIwAqXA""",18748,Chicken with garlic sauce,food
"""US2PZ08aWViAb9V_cC1KHg""",18749,NULL,inside
"""t6ckrqw0GgYdOlYFJI_0dQ""",18750,NULL,drink
"""zefYTFZ3FhXeEFMHjvrqYg""",18751,NULL,outside
"""E5GzDtc1bsAsPA9MtSV_4w""",18752,Mediterranean Omelette,food
"""hlv3HE0gH9F485s1tE-XvA""",18753,charcuterie board,food
"""OjWTnk79Ol4d6A3V-cEFjA""",18754,ENOMATIC TASTING MACHINE,inside
"""cmvb3XkiRGUMTxbIdcS6Nw""",18755,NULL,inside
"""UVUj79kIYYz3aM2rjd8yGw""",18756,Great for large groups.,inside
"""aF4UoXZmb_6dqsQFfpGnvQ""",18757,Willy Wonka Cakes - 3 Chocolate Chip Pancakes w/ Powdered Sugar.,food
"""fjzjn0QKh5791HQJkoBo0Q""",18758,Spare ribs,food
"""bautjThxY-NjathyxGzibA""",18759,NULL,food
"""Tjc6lb-oD_CRSlmfEi43ZQ""",18760,Just Art Work,food
"""6xNX9UdTX_ynWT7nAlGuGQ""",18761,Jurassic World VR Game,inside
"""6Jsz05oxWJB027wzoS03FQ""",18762,NULL,food
"""bGCs-VJi6DAtbMwWrplyZA""",18763,Tomahawk steak!,food
"""OmyLJBbHyGvjLkvJ6r1zPg""",18764,NULL,food
"""B4yEikoxQzxxvcmCWTLBsg""",18765,The service & ambiance- spectacular ButcherAndSinger #Philly,inside
"""tjaoNtyWmcWznLCe00simQ""",18766,NULL,food
"""i65hUbT4a-7dHzuGcB-yRQ""",18767,NULL,food
"""umd-zrg6GbbKIpyJPWIKrA""",18768,Nice place. Cool laid back but very nice atmosphere. Smooth jazz playing. Great menu. Quaint little spot.,inside
"""LmP36ZJr0Yhptn9kH1KlyQ""",18769,Clemson / LSU  Game,inside
"""xQY_wRF3CI3somfSHYaHsg""",18770,Where the eats happen.,inside
"""y6MWRZ9PX-Uq5W1wpnT0kQ""",18771,NULL,inside
"""b0JMpsy_-v0TJhi4vmYp8w""",18772,NULL,food
"""q53WK4y0YKRD8RXl6pIhrQ""",18773,NULL,food
"""tYpHjv1u3bAgYe_Ir4isZw""",18774,Coffee roasted on site!,inside
"""MdvIA5uvFkiT6aA5slZNRA""",18775,NULL,drink
"""CS28w4NM0lw_RmV9MoqINA""",18776,NULL,food
"""uD2YwEA_RFohtJBramuzlw""",18777,NULL,food
"""Tmf6e7XfmZK4G1VhUL461w""",18778,Key lime pie,food
"""lMGIcBx2d-oQM0PkJAoSpg""",18779,Pupusa-taquito combo,food
"""wfCVttinuGMJDw64m7vuSA""",18780,saltie,food
"""vq5vTOHR-0nzLGlA_yMWOA""",18781,Inside,inside
"""T8a9FlwMiRkrvi7qjEtrWA""",18782,NULL,inside
"""vQHfNzfTECBAmliNSnE_UA""",18783,Service with a smile!,inside
"""hUTUwICONl7DQr_IhIuCSQ""",18784,NULL,inside
"""bw6FPwTw3YQ1cVHK70O_yw""",18785,NULL,inside
"""LhdA7DGuIByaNfxEHH5kcg""",18786,Wing Dings,food
"""BtJ8biyJ_5IQP-fcTXDDKw""",18787,Japanese Eggplant w/ Miso Sauce,food
"""S-SOym855Q6uygm3KLbFHg""",18788,Sea Salt Caramels,food
"""MTZERsbfXLnTIJdV-R5FXA""",18789,"Happy birthday, Tessa!",inside
"""WikCXW13s0PEjRVIRtGU1Q""",18790,Evening Vibes.,inside
"""jFdKSvjVCjN4mQTWUtaCYQ""",18791,Portabella Quesadilla,food
"""uFCCeTTPN2hkfA-12IRg6w""",18792,NULL,inside
"""yrIbH-SWWxt3k681ahal_A""",18793,This is a really calm and clean atmosphere smells delicious look yummy. Brunch is awesome and the limeade with gin is delightful!,inside
"""fEVGQzCdSpVwz7plQF4Imw""",18794,Sample taco size for reference. On the left is the achiote chicken and on the right the al pastor.,food
"""vZ8NFLUAXwWuzushce_rkw""",18795,NULL,food
"""cH2bV6QnD6KQGcdmu-IVgQ""",18796,NULL,outside
"""7jn-9Q-qAPvepGJNWOcrLw""",18797,NULL,food
"""7d262Ln1hqk3l-USqSW5fQ""",18798,Bar,inside
"""x9x9-gauK8XmK3EBLyKxAw""",18799,Ruby minis and fries,food
"""XXovWKuHqyBIpcBXCtKIQQ""",18800,Kanella platter,food
"""NX_VKASsU59RXiPOUio0Lw""",18801,4 pound sampler! Absolutely delicious!,food
"""qS6Zq0tGucllXrtyGfJMKA""",18802,Gator bites,food
"""MJpRpPY05cbVUjcvVUCMJw""",18803,Cool art work!,inside
"""NIfYWLs4pDEjJ-seKGCV_g""",18804,Swiss Cheese & grilled onions,food
"""cBLS_WzVzS2Vtlxu8ytkfg""",18805,Golden Child,food
"""MSxU747wMn7NcaJkSkZv1g""",18806,"""Chicken Cutlet Caesar""",food
"""-yx7iBIyyoNI3cCIpXYTfg""",18807,NULL,outside
"""CqyS7nlbh5qhcAOJbK6mzg""",18808,Cornflake-fried chicken and waffles,food
"""1wpr3An1ZQu-wbCTLZLqLw""",18809,Salt N Pepa robs! Find me on IG @geniabemefood,food
"""xXwUWhJrhQ9aBhbNKvU2fQ""",18810,NULL,drink
"""jltT8nUWAk6EWJ9mdb16vw""",18811,NULL,outside
"""KooHdtVJii3VtWwy9dG8nA""",18812,NULL,inside
"""sfzXtE9knkq5nsGSR8Mn7g""",18813,Yummy chicken tender basket at Skinny's.,food
"""iWn86KyXgNwWQAIL_6DCeA""",18814,NULL,food
"""v6NwPTVizToGTcHYINAECQ""",18815,NULL,outside
"""YhdBgFjauJE4UNbkVMIRyA""",18816,Our Valued Customers,inside
"""ERYgVcN5M_Vja0EerrwgHw""",18817,NULL,outside
"""u7Og0xC4st6TFY3Oe2n7TQ""",18818,"Roasted Cauliflower - Turmeric cauliflower, chili flakes, raisins, toasted pine nuts, lemon",food
"""FxEfGMykCfuZ5xpe6sddbQ""",18819,NULL,inside
"""w98o5pZOktvKpsYK2_KpsA""",18820,NULL,outside
"""h51YrKh5FUUYmV8GeTdGYw""",18821,Vodka,food
"""gNFmVWaaXLAJUK7qDQrkGQ""",18822,08/02/2020: So yummy!!!,food
"""mfvIsERcSjHMLnLZJbR5CQ""",18823,Nonna-mosa,drink
"""VO03OzDUQj5P32YMC5II6w""",18824,NULL,food
"""Vh3q0vmJisCrD6wQMWJEPg""",18825,NULL,inside
"""_5_jSeleBh22E9SrcZvnrQ""",18826,Million Dollar Bacon,food
"""lw3RQByKzVHYlRhtkmT5qw""",18827,Tavern Burger,food
"""8DOHrhsCvEVNK_iITuPz4w""",18828,Waffle on a stick with toasted coconut almond gelato,food
"""3BnoXKK3pnspusCYpepmqw""",18829,Tacos with chicken,food
