uid,name,createTime,cools,reviewCount
lUr1OnGz8n1Q3S0l9tdMUQ,Naty,2012/9/29 0:56,136,164
2P5EzKHd6EGtGyXTRn_7wg,Chris,2010/11/22 23:56,129,165
WorldzwRN2gVelmBIf2img,Courtny,2012/2/17 17:59,2,11
Wjia69bHEb7xeWMlxWNPGA,Karen,2011/7/25 13:32,3460,892
orgX1nB2ZAAhIuZff_0FJw,Jacqueline,2012/3/29 3:38,2,31
RQjtzwpJOU3_g_KxsbgUw,Jerry,2013/1/23 15:45,873,352
fMXNA9Hh9v7NgJ2EMBEiDQ,Beverly,2011/3/23 0:36,11,21
C76QKXBMh2zDJvCK0Ib6xA,Caren,2012/3/17 17:59,16,73
ENmWa0fP_md4XttISQDAFw,Lindsay,2010/8/4 16:10,1,8
gPoX9iQ08QJq5l1LWs0iwQ,Sandie,2010/9/3 2:15,43,150
OmL2bjLvvRxg1brM5Pehgw,Thuy,2012/6/16 23:25,512,470
29KusmZfVDeIaQ85EG54A,Xiao,2012/2/18 20:35,1154,1198
TIQfgCNYEkcAQXeUthDoJQ,Monique,2012/11/20 2:26,125,91
ayBUK_HmzR1eAffBr6gKQ,David,2011/2/4 22:50,38,35
BJ3MXLnxgqAriHzhriiX_g,Jon,2011/11/9 0:56,4,15
MM0TLtMYerIviG_GtQgRg,Tim,2010/10/11 10:05,2,9
RcwcE2SceECWslek0j5rww,Brian,2009/3/19 19:07,6,35
GTDbgxCqlcqczxV31V5Jng,Lisa,2013/2/24 2:43,51,118
2hcOR9zb9AudyAKzLwug,MJ,2012/9/9 15:23,20,66
TGGG6aDGHxjah3_e3_695w,Jillian,2010/1/1 23:12,4,20
EIpPME2cIuNbhfXrtsSApg,Monica,2010/6/12 15:33,403,397
gpRDBPUQ0Tg78KObcUoLvg,Dave,2011/7/13 1:48,11,44
2eGFqTJvUvdh_DhFdF1jGw,Althea,2012/4/14 4:04,78,128
V5RYtqtt6oBP2AvyciF80w,Brian,2012/4/12 17:50,132,217
ogIgA2Ln3sTGDOk0X2JmQ,Alecia,2012/10/13 4:01,41,86
EUtXQAcqvRN_2xxSr0gFQ,Anne,2010/7/10 18:30,22,88
SLPbVvPRywGVCh58tfNrBg,Margie,2012/8/31 17:04,107,227
gl1xeGhw0ahTceq_tQu7Ig,C,2010/7/9 22:50,6,17
6TRadZeRVizKGeK11kk6XQ,JL,2011/12/11 3:18,9,16
Od2Ev0b92eKrciDJIRVNpQ,Matt,2010/2/19 4:39,225,552
NK_jgBwkNWnP1BaK1h5Mw,Joe,2011/1/15 0:11,2,13
gg2lDHoUoW4BfsA0LQ,Brian 'Shabaam',2010/12/3 23:41,1,9
Tl9cSWbHlY2dBFuBQpzgA,Rae,2010/10/28 15:23,4,9
jfYPwAxFloCSqW6MjdW3pw,Joel,2012/12/24 2:29,1,11
mkqhPeQLVpVD2FD1LaN2gg,Tom,2010/9/14 12:51,3,27
i2vWXV__sFOnAiEbt3RrA,Stefanie,2012/9/11 18:45,246,217
8BnpIQx_QVYsQaWf07ADqQ,Chris,2012/3/29 22:41,46,95
fEc43iTrbbAzuyXwmyNFQ,Dennis,2012/6/26 0:11,125,142
btolqHWdVPP2tKyYjtukg,Kevin,2010/6/21 12:52,16,43
F5lONxVG4eQeJLPcfpSV9Q,David,2012/4/30 12:17,1,26
bx6CBterAOpbGv1_BccrUg,Audrey,2013/1/23 18:34,0,7
HW8cPsT72jFA0mbqSWu3Rg,donna,2008/1/19 18:43,51,63
rVd7jhUUA6Y_F13CzhIfw,Ryan,2010/10/16 19:04,28,47
eD3zEInxhcbCOziZ3cEaSQ,Kevin,2013/11/27 3:42,8,26
lwgRnoiZZFRNzyFNHdsLIA,Christina,2009/9/22 15:02,2,18
0pIR4mgwlimIQ9brd24jHA,Sarah,2012/5/21 3:44,0,9
8LLwT_l9AN6sOFg2uzS_Bw,Chris,2011/5/20 2:26,22,30
fvI6WEKDIqeb5i3MUM4O5Q,Jacquelyne,2012/5/20 2:43,23,79
kalMXhyZLfVcmk6OljLZEg,Brittany,2010/2/27 19:20,16,38
9WfGifpP_wYxfeabH74d9Q,Sabrina,2011/2/24 19:21,4,16
8gzEcivVyxzKO16TUoYdZQ,Luisanna,2011/5/10 13:03,125,147
cSSouNX_PJkWJhV3aHQKQ,Regan,2007/8/24 13:49,11,11
BX5x3Ys2JzFba3LiWlHA,Carrie,2011/7/19 20:50,18,98
ta3la8wvVSb8R867mraUvA,Ashley,2012/11/18 1:47,49,98
ABaDXhzUa0UFFB9YSrbGhQ,Mike,2011/11/24 19:16,130,306
KH4FP3TFEkIhFEVQ7oko4Q,Jennifer,2012/3/16 22:47,346,367
Drlg_9oCxdtFv1KEj6xS4A,Isabel,2012/6/2 16:52,63,17
roGoHGWTkYrerml4wr6Wmg,Krishna,2014/2/27 7:04,130,103
uYgTxpRK7BjKtZjSiyAKDg,Patty,2011/4/9 19:27,29,45
Sl6DtFGNmxg03ao8nGQ_tg,Claire,2011/11/9 7:04,2,22
p1f1fh8Yp94Qa8l4hgk2_A,Liz,2017/7/26 14:41,137,265
i__oE51_nwoyHgnaE2EoA,Caitlyn,2013/5/22 21:49,10,24
Rzk406jm0jT9ExE_ojH38Q,Anna,2012/2/22 1:07,8,56
PA3k5kmubmALOwAZMnpelQ,David,2011/10/28 18:54,1,16
_mh7adU9cdrQd43C4bjg,Carmen,2010/1/7 0:27,32,114
9wvR3ajGWmth9rgttgU2w,Brian,2011/2/20 3:00,342,336
jyE2O8QaBB0lL59nJ7UbTg,Gina,2012/1/8 2:58,2,16
jewW4D5E1TtC_yal9NiTFQ,Anthony,2010/11/27 21:12,0,5
O8UYGyFMXxq58htx4lqYzg,Rene,2012/5/23 23:51,62,254
qJlkKH6FwFS0mb1sxh_hQ,Shawna,2012/11/21 14:00,69,61
JK4hzpYfQl57cMvv8sGDA,Annie,2010/10/5 17:08,162,290
JVM3YG_8Ns6dGHalHgPDw,Greg,2010/9/26 23:53,5,30
9a28mQr9JRZGLbVQNGeeRw,Luzelena,2011/12/29 23:24,3,30
qSslDLk5La0vWILBxE512w,Annmarie,2011/8/27 15:13,6,83
35OQ19yHd7hgZn5Plox0Q,Maron,2011/2/16 17:23,6,15
GcdYgbaF75vj7RO6EZhPOQ,Kathleen,2012/7/7 18:25,5883,2180
DY2YZKLuVEy8cpgaNpLsig,Bushra,2011/3/27 23:37,1146,442
kco757kYhywzbB_TKfINg,D'Arcy,2012/5/29 19:38,17,56
S0iaEPqc21iB_HfHNsJpxQ,Jane,2012/4/17 19:52,12,40
hCTAvg3vh7sbWSoB1aPCUA,Gaetano,2012/1/11 22:02,56,143
06lmkb3VaUjiHvkrp90fg,Zack,2013/10/9 15:44,7,33
KKV5nqT_6cNfzcHEMXF6w,James,2011/5/4 6:04,353,565
SHqvLwL_g2y5CLZYBXvZ5g,Teresa,2012/7/10 22:24,15,108
dqucQwACHWhUczwqIxKKg,Dee,2010/6/25 7:42,2820,956
jH09azqwVNidfeYV4GcQw,Cynthia,2012/1/1 23:13,3,16
WAKRHyoaU4OJRbTrp2A4yg,Michele,2011/7/24 20:31,2,11
72k6wHv4KG7RkUa64HuecA,Tracy,2011/7/2 2:54,6,12
H22Rt7T0cHGaWfjZqEfGkQ,Charles,2011/11/5 15:06,25,46
j1j0sihFSznI8zlhIp3tZw,Reasey,2009/6/4 8:19,35,58
65SKFlYKAd09CYhJx3wV8A,Jessica,2012/9/8 17:02,3,26
p_qFRYEqyT93hgzCJ4Jnxw,Mike,2009/10/21 0:39,3,16
XKXeV15fkQa8wbdASVciFw,Amy,2013/6/19 7:47,3,22
wd8dX8iFJYGoCKDESgbzA,Stephanie,2012/12/11 9:47,990,306
2MKtHnDEAVwKl0cOLU4uTA,Xiao,2012/2/19 2:52,32,105
ao3GTbzzMXPkjpCHSc7DSw,LOUISE,2007/10/29 19:52,39,33
8KEJbmlHpb52XXItwbRkA,Adrian,2011/6/6 0:24,33,116
UsBxLh14sUpO8SdeqIiGOA,M,2011/8/17 20:26,1,37
VfWR214Q5Ydj9W5MwiO6Pw,Jennifer,2011/8/20 22:30,13,27
yYfqplRLcf59syE8sgw,Sharon,2011/12/22 4:51,7,18
nlxv2jXwxpdiNYTlttQQQ,Felix,2015/10/30 1:05,0,16
i1Q4KGSdLEfVqMJxLz7w,Maegan,2010/12/29 17:18,58,220
H8DD3mhSA6w4Dw3pr6iAyw,Bill,2010/1/12 18:58,5,15
NXUYqamg1hKTGfAwVrdgcQ,Karl,2011/3/26 6:41,281,705
eVFJD8F9ZMboiXDr_BnJkw,James,2011/11/28 16:34,3,13
HD8bKUFrRsO20ntKRssLzg,Jeff,2012/1/4 16:47,32,160
ADX1MwtZTVLv56UNByczA,Jennifer,2013/2/26 6:05,7,20
IW0Q7lvXrtfuD93V8O2Mrw,Alicia,2009/2/16 22:39,61,101
XJxKsglxEQaTfCOe0UCLJA,Kerica,2013/3/21 14:57,23,57
R1X09p7iVlCnMDGxEAlnQ,Tracy,2012/6/15 17:13,43,55
xQT2ui36B2I9NCgINAr8Q,Sarah,2008/10/5 13:21,114,89
18QLaYLGeO6nUH6xqmlAzg,Kassandra,2012/9/27 19:49,28,33
4KNOhaUhegpmZ6sWwJtRTw,Megh,2012/7/5 16:15,42,103
nQtD1doclCTfaWOagpUDhw,Lisa,2008/8/15 20:19,1,6
YQNK66Pj8o0HFt22P4hn8w,Farris,2015/8/2 1:57,0,15
cwgEb5Er8gFaXfd4t68CvQ,Dena,2009/6/21 13:22,14,88
3fsJlgQljbrllPgWOHrfwQ,Edelyn,2014/4/8 21:58,116,173
QPWs9vGco8FET4qpcxQvlA,Jacob,2013/9/27 22:39,32,84
N7jXC4mhoEKGvtPJzX1flA,Kara,2011/11/14 21:00,25,66
LNgh_X0zn0DyVBCUlJm0xQ,Chris,2012/1/24 19:37,0,1
3OfitMjNaSFlyge0EAcQ,Leslie,2011/9/17 18:01,116,172
9Gl_ovbA6b2rkYyt5dUfmA,Carrie,2012/6/8 10:56,49,146
I8OS9Vou3FIGqMILPU29Q,Bitter,2011/1/31 23:25,44,110
FzhT6ETPHzyzkRFEKMi5w,Julie,2009/8/17 0:08,4,22
9kOd_cuP4nUXRJ8HIy3LPA,Rose,2013/8/1 21:08,11,41
u6DHB83bkVyQheRpJuuEew,david,2009/7/29 23:07,162,436
BZYOb11nD_a0fMp4oCmtA,Dawn,2010/6/9 22:52,115,188
cUB2WhICFuSe7DwXAIoo0g,Camay,2013/10/28 13:25,804,397
bZVCrtfiOj0mahWc3CA,Margarita,2010/5/24 18:06,20,63
IaX73WNkQtspGsF3Xwgm8w,Kate,2011/9/1 23:55,117,217
ZQhVBie3ls9u951cJkgSQ,Mark,2017/3/26 21:17,711,465
nWyBl6LhPl4iEGkpMDJc3g,Karen,2012/6/14 20:23,7,70
Du5123SEeNZflB8oN75nJQ,Oswald,2012/11/3 21:33,28,31
pjCy2e5hYOORQcULHVLXYA,Jamie,2013/7/17 0:12,82,102
8lMylEnKbN7H2KboXeXpug,Aaron,2010/7/19 16:02,1,6
wRSzA5sTRiRanuEiXx8Mw,James,2009/1/20 22:08,1,2
a4mO387_O77ebmv8AlQB3A,Dave,2013/6/16 21:32,66162,3362
N8ITUUDRBpo1hTNDvk1byA,Monya,2014/6/15 11:26,1935,238
Kvr2ee_XgRMkrIf0HEy9Fw,Francesca,2012/6/18 13:58,92,172
S4CkRIxFYkyCKT9ZfYzP7Q,Jenn,2010/7/13 1:06,4,6
BQkC6RneYfvfG6wRe0hsvQ,Louisa,2007/7/17 22:26,8400,1621
V2__oIIoNuhoPQZcbeoO9Q,Susan,2013/12/19 1:50,370,156
tdhBuPh_PFbcbirbHhxhA,Kevin,2013/1/18 23:23,31,108
0DB3Irpf_ETVXu_Ou9vPow,Abraham,2012/12/29 5:02,380,732
9IGgW1a18BTEZg5fcBoeQ,Debbie,2011/10/14 16:25,6,31
r4zmrheIIo4rrKP2B_Ow,Myrna,2012/11/9 3:07,103,78
6ncMKWVzZoizRcRZLe4lwg,Jacqueline,2013/6/4 3:12,60,142
c_Jpjy4O1bVB3P1ru5G7Bw,Lindsey,2013/3/24 22:51,474,212
pvU67d0hytJH2yUeghOqWQ,Crystal,2014/7/20 21:21,113,152
8tWdY5vnxdOImO_wiMprA,Arnab,2011/3/8 20:40,806,161
hdxUEerFqIxmybRD3jLdsg,Ashley,2018/2/9 16:46,0,3
JSBG7uMpQMJ5EoOp077UUw,Dan,2013/6/15 1:44,53,272
MWhzRWgo3ujn_SXaLa_gjg,Isaac,2012/10/3 22:50,3,47
g3cYRU_hNKMOlBgcrlGjQ,Jason,2012/11/4 10:03,37,213
1ytdhVOcLcdvZSRoEfkEzQ,Nicholas,2015/10/17 1:58,0,5
KZojeg0rEdisrNq05KB0_Q,Anna,2013/1/16 4:09,36,120
_gGmS9ktBBxXWnLO7IJwAw,Kendall,2010/8/18 3:19,174,82
vrGRj1sOQre3MPWXOzjlA,Darlene,2013/1/17 22:21,10,29
aBA76hKuLWuNVTSis7fGw,William,2011/12/2 21:46,241,179
WyDoIlJXTrrE7x290PDOdw,Priscilla,2016/7/2 4:13,45,98
V29_x5grjwZNbXED9jWKWg,Izzy,2012/6/24 15:22,15,98
VXRKpWDdAmYPCv7L0eJUjg,Mike,2010/12/14 14:13,22,137
yPFdRE0NsAi6L6Pr8P2v6w,christine,2009/3/2 0:14,7,38
w_OXUiqhP8hXZsBV77AMRg,John,2012/8/7 16:46,32,151
oD2kr11aehmmGbdJQHVx6g,H,2009/2/10 20:08,30,175
p2Zn2CVM5HEenuCq8UMlfQ,Zach,2011/5/26 17:03,26,64
nzGvSBW2kJFoqPxIJroISQ,Mike,2012/6/9 23:35,34,83
Oo1yQSs2Kjknvyxy2CGoSg,dalton,2011/7/24 0:24,3,34
o9WFSrYagJa4RUweFTcHXw,Holly,2009/9/12 16:57,3,22
tp8wzuxL1RrSwniJkRUJ8A,Nikky,2013/3/18 16:44,424,302
Hx9TC0BpCVMdg38UuculA,Azia,2014/9/21 15:24,3,8
GAykIhtFHVurGwrEGpv_kQ,Sarah,2013/8/4 22:20,41,54
s6YkpsUn9R5dwLLQNefUqg,Kelly,2013/12/18 2:24,8,28
FtL5Ix7AxfWnLShGvx1lkA,Erin,2012/5/3 18:08,98,200
KO_w7opb4VthO69qU6JA,Jenn,2013/8/12 17:05,20,71
lVlb5R_bjelkWi1N5YWUIg,Ashley,2013/1/1 0:00,1407,394
NLx3b8veNcD0ubTeg1e99g,Jennifer,2010/6/3 1:41,303,258
R95jUAYcnhesh9L5kCSeSA,Bob,2013/2/1 16:54,681,134
b_hOVL43ocK8Shn91hdlHQ,Larry,2014/6/18 5:35,3712,393
_hlbBLvK97c8Amo36NoqKQ,Joy,2012/10/4 15:03,318,213
flypVFNzmEkyYk6Ba3m3A,Tony,2013/3/28 0:46,4,18
rUOOX9hBxHK7i4T561Bntw,Robert,2013/9/16 18:51,41,89
Vaw5DUlK46KrmyDIX3cYbw,Amber,2013/5/10 18:36,35,92
zrESudirjips8wxxAB0xw,Perry,2010/1/24 18:23,187,453
1rCtEc1hzFF4m5zJ4wngHg,Daniela,2016/11/16 17:49,408,229
0KueQxXgax9GlbZ0UNaGlg,Jolie,2013/6/4 1:54,1058,408
Zsdee1KEpMwjg5cqxVWrQ,Angeleka,2013/6/13 17:14,161,80
hnPTPyh6wNfZe1GxOm21Gg,Desiree,2012/11/10 16:04,5968,1401
skFwhYJHT3Po0oEWLbEA,Joan,2010/10/7 15:03,9828,1272
TAH150cJRfRoFJVA3hj3w,Dominek,2013/9/8 1:07,1029,381
lABhRt6E1lAvG68kqQZMow,Jessica,2011/4/19 19:18,756,420
U22fUig2qZaOgUvHjCmUyA,Matthew,2012/3/7 23:46,2,10
O3Iu07lQPn2iZ9CVLDSUrw,Jenn,2011/10/26 20:57,51,72
6NagSmaahFhlt3LEpnVXoQ,John,2010/11/26 23:12,142,441
qSnXkWHdZXr8Jj8StbsFBw,Wendy Harding,2013/6/25 17:54,65,107
gpxAy7w_ZDlfSReum5iNPw,Dani,2014/2/18 4:51,9,10
2bwkuQOvkKue8oMDH81sTw,Ronnie,2013/6/13 14:12,93,164
6s5whJLSvZFIF0Am4RyjUg,Jim,2011/1/26 14:32,471,456
yR8A4646jdmtkFqxETANQ,Helen,2011/12/23 6:19,1611,793
5V_CW1jMhVvhNjrSDC9bQ,Bryan,2011/7/29 15:57,126,278
w8AFuE_QQb_TTGxw32AJNQ,Rosemary,2013/8/4 0:34,3,3
sjhfo0pdn2zCAYTFChWevQ,Celeste,2012/8/26 19:31,34,119
drLSG84LnnighzakGx6dOg,Ryan,2018/9/18 13:59,10,107
dqmXRM70bOzlSKzHjx_dQ,Natalie,2013/7/25 16:41,221,83
eaUyOquo2pExJjIHs_uh2w,Chai,2011/3/10 4:45,26,50
fMsO2t497li2q7sGFsie4A,Heather,2013/7/19 1:41,18,69
gasLVm0KRwrVhPGRcqATjw,Erin,2012/2/8 0:05,2297,1638
5IDOHpkKaD5JqhoPCa1Csw,Kerry,2014/6/24 22:17,87,191
T0FLa26AKOfS1irlfYAE3Q,Teresa,2013/3/3 17:53,1,15
0ShrIFzIDdpPXxtEXjV8UQ,Shawn,2012/11/9 18:45,75,157
yiYUEExKfZEv_T8CFTBGRA,Melanie,2014/9/18 7:09,54,96
eMHDd029OvjzUhtFPxr5iw,Lyndsey,2013/4/27 21:11,471,683
nKzr7OY3S63oOyTQtZsLbg,Leon,2013/5/20 1:38,29,41
TSQG1oaXr52A0gBZQi0wA,Tiffany,2013/9/5 16:13,32,67
ArvvWxALAQwZYfrD6w3lrw,Tara,2013/9/21 21:16,186,232
P9VcQ2CnhJlpEaWO2Yd06w,Sal,2013/1/3 18:06,28,200
GqPX_mHCoC9eu0OxlWQGOA,John,2011/11/12 1:09,0,2
kA528bHw7c2dwAmqvk63oA,Joe,2013/9/10 23:39,138,143
LMvGr9_gUrIwnD2iBS5MlQ,Flower Child,2013/1/9 12:56,339,573
hIeVsXhdblsVPwrLid8bjw,Randy,2013/8/19 14:38,1,7
HEUnr3otTggyn3ejKoC3Bg,Craig,2014/11/3 22:32,6,7
w4dIDQ5ZK6NEyFqxlOBAeA,Danielle,2010/2/20 18:34,2,22
4vkTh2rImD8c030h2uvw,Denise,2012/11/25 17:22,149,224
kjBSVkpvXFwfaIhpdSY_GA,Julie,2011/4/16 2:55,5,19
etv4zI_1vJiSwdwGVad9gQ,Christopher,2012/6/2 23:28,1,17
v4KYRLFGmeqwlntnDbJ4Uw,Shelly,2012/8/5 21:39,81,126
wqrbPeGfbimRXU5t1x5Aw,Kiki,2014/4/26 16:34,159,180
iYmdX_SnE4HVyRBOWxDCfg,Debra,2012/12/12 0:23,0,32
ypKO7epZWPDG5uXvQzo3uA,Gloria,2014/1/20 0:23,52,52
37GKHIarnMKoeZbCEoaMlg,A.,2011/7/19 0:19,39,93
dXbDIjMlElEPZDMCLzC4WA,Brittany,2014/9/10 0:02,385,167
Id615kNOQxerWg0kU9cmfQ,Caity,2014/6/26 18:31,144,131
MAHYQrIMk9WVYkJeACPVUg,Sean,2013/3/31 9:29,12,146
VwhzT8r8qlPyTGYZd9ObXA,Diane,2013/4/14 13:35,512,406
jTMziYCazn1EAJQ7s0eDhQ,Jericho,2013/7/15 17:30,239,192
oMitajKOa1ueTQEJPU0g,G,2010/7/12 14:29,19,70
WHuuz1Xm8zkrUl8fAd31Eg,Tommy,2012/9/16 5:51,1772,362
QP1R1yG1YeOwsamlE9aOfw,Sarah,2013/1/10 5:40,29,107
KTkzUh3RtIBZF3BAgb5BQ,Rose,2013/8/3 15:10,7,11
QFpf7262vAb2il5Xy7sZvw,Kevin,2014/1/26 16:02,52,61
9b3wjhUCu1a7vCAu14Hk3Q,Debbie,2014/1/14 22:28,68,88
gopCgvFzBdM7SuzOHHjaHw,Erin,2013/10/2 18:57,393,242
J4yF68T9LEUWRvI1v1OQFw,Jessica,2013/4/3 4:39,286,230
Cltm3tgipVMnVbzpv7K1Vw,David,2013/5/28 13:46,371,374
X5VL_N2qt1NDxYpcB_EmBg,Cindy,2012/11/19 6:12,209,138
gCduRMQlU604iFpU9HHMUg,Sharon,2010/4/10 4:24,130,46
NRYsXEM2EV5vBNt4R42OA,Kristin,2014/6/17 17:17,98,188
erbvb1HGwwNdslTYjvw7Q,Chris,2013/10/4 3:34,421,191
1GH6Hnh6jLfCT951zmcUYw,Sele,2013/8/15 14:56,4038,548
2jCrH48LDG4c3ja4CLh0qg,Tomas,2014/11/18 23:57,10660,1001
6ZNnGHBEk2ZZctdC0fX8vw,Kimberly,2013/4/6 23:54,291,455
mpi3nJkgXmAuVgtsx1rAQ,Jacqueline,2014/1/29 22:08,2296,422
HZcrUp2tzTIBVl_VTyuhfQ,Ben,2009/7/20 14:21,23,54
EBPlkTV090RLRjfVkRj_jA,Jaymee,2011/10/12 3:47,35,47
ULonrVEsFDUNHzAyn7UlnQ,Gina,2011/7/11 15:16,7,15
1_sE3Kz8mQrxbE_0UFQzQ,Sarah,2013/3/22 15:54,4,15
f_YwdQyfsdsaH25OxXEcQ,Aaron,2011/11/15 0:49,0,11
EFw9r83RQGkei3NR09K7A,Katie,2013/4/15 19:27,201,126
aMzY41jbu6s8coM7E3yZCA,Kandas,2017/12/16 9:37,8,30
GqPMNFeJ4Ta2MLq2IPW6rQ,Kate,2013/1/12 21:43,54,137
NiiOCVY_Xokm8rc4scSCeA,Brittany,2012/6/9 0:24,3,35
h2GLxK8FTzqiqjhJUstYtQ,Victor,2009/10/6 21:44,20,30
t8lkeiI5ZE5EWbHdI2FwBQ,Ratha,2013/12/17 4:32,248,74
QiciohgD8N6vCty4vGL3pQ,Emily,2013/8/16 17:12,9290,1074
hBI6cPeKPmFG96vZxdI7ZQ,Amanda,2012/10/14 17:24,9,10
Gntxwe7_U5ZIxIl7EAL0zQ,Ana,2011/2/19 23:05,9,46
jc7MqBKRUmBE3SvV7H2onQ,Gabriela,2013/5/31 17:51,52,89
8PmYg12cee5WiVvVwxOXCQ,Shane,2014/8/5 1:34,2045,619
0v9ouDw3jLW4dAt9Z60dWg,Jay,2013/8/13 2:49,83,144
IDKqeErl2lhuYugUzea6A,Chanel,2014/2/24 17:02,94,186
_dFoCuVVpgPi1o8l6xwHXw,The Throwin,2011/1/26 1:43,43,95
ekMgsY0PvGr2zoBfHarGzw,Brian,2012/3/26 16:38,7,20
blnUR8buVWIY7gl4mQCpcg,Patrick,2012/12/23 19:21,0,4
RAbMY5K5fwufByqVR1VZYg,Erin,2014/9/19 14:53,50,62
o2L6nQwBNOVsP9aramdqA,Dave,2013/5/15 3:28,4,11
jswWHPctnZGH3qqvN4mzoQ,Kristen,2010/2/24 18:04,3798,510
MmEYowrsA4j3K4gc9Th53g,Todd,2013/6/13 23:54,4581,832
2CqBnIIy5VdnNKan1ac6zQ,Stl Real Estate,2010/4/29 23:58,7,26
6XvITuTFoyUsdSggmE5YCQ,Bradley,2012/3/7 1:19,0,3
zk2ScTK8SYLMAgyFFy3PmA,Solomon,2015/9/10 6:27,6,14
0fazbl7vWtb48N3lcEGvQ,Daniel,2013/6/14 15:00,0,5
83o0C68QEdMVkv0dBeSGA,Kortney,2014/12/15 22:21,1,9
qr0aDkDsmmSUwnn2JPfIsA,Jimmy,2013/3/31 3:10,2,20
6I44wFJnS1fhjyRnr44nQ,Amber,2015/2/28 19:52,29,35
5ojZuwdAScqSoES8IkTQWg,Charlie,2011/10/13 15:54,24,130
PKCQq85xhJK7Y7TnjD4F2w,Lauren,2013/7/24 17:42,3,17
RAL3ZV7dsi1yYk2jwnPEJA,Mike,2013/4/15 1:18,1,19
cwoc9bhW9nH_Pe8E6AiAww,Tim,2014/2/23 17:51,6,18
Rshg3KXzy6KPnnviyxF6aQ,Manny,2013/2/18 16:37,11,44
NdRAjXmCVCmAcMDnzzBPg,Alicia,2010/3/31 20:36,0,6
Nnt_lN31bp3EuuudFXIbDw,Jack,2013/7/26 2:17,182,306
WwulXySQN8t2hwqH_yWurA,Niki,2014/12/15 3:33,8456,1512
9v2AVl9NKzpwg1V2UAScrQ,DoubleDuse,2013/3/18 23:56,3,28
cZ8xZ_i0P926zzQZSkU4Yw,Patrick,2013/5/11 0:56,166,385
7fsw7xwmeamdoQgx4r3_Q,Trinny,2012/9/10 17:27,615,325
G6QOSVyTjgSNEnem0Hpw,Jen,2011/7/12 0:48,0,4
pyK1NsV_aSeXYj1vSzqvQ,Purpose,2013/1/6 5:00,248,303
Z2xsMYhTKmYEU5yuv75pA,Jenn,2012/12/12 21:49,66,196
jc8xUrNwZRgXMSLr_qzAcA,McKenzie,2017/9/14 20:18,840,308
_IuqHj3VYgWy3sEimUFv8g,T,2010/9/23 15:32,8,31
0PkCxX5PeubHdkOLnvSVaA,Chad,2015/2/27 23:59,11938,874
fa8NWW6_UjyvMWPg90C1yA,Becca,2011/8/25 18:52,518,332
wqWQOLLUUljY0bFQZGdkA,Lotus,2013/1/1 20:18,5,21
1Ko1CajAkhSe6OZH4AtDA,Jeff,2009/8/30 23:45,3545,753
tUOD2bXFLaiYP5_KeKJNOA,Jeramy,2011/7/29 3:34,80,175
0a5EA7FAy2GoIQfjJ2V8pQ,Tiffany,2013/6/21 19:50,7,28
ZvLOfnA4UvB0C1Qy5w_O5w,Mike,2013/6/25 4:30,3,50
fmqxO5KAHyk6UufVV1mdA,Priscilla,2014/9/21 3:36,2,5
u5BSredgA0GLiEBK9BNDQ,Sean,2018/1/27 2:36,3,25
sm0frJGuUUEM9OZgDdG4w,Rachelle,2015/3/21 23:30,14,31
eyvhQWSbb7vLGCxQn3WGxg,Jonathan,2013/12/16 19:41,134,160
Dkp7XMomBu9E635fsIjWxw,Alex,2015/9/10 23:25,41,63
Xm3E_dtpBznXhj6EXHkGA,Shenia,2013/3/13 23:53,26,89
nAPU175Gqg71NGr_HosFA,Kathy,2012/6/2 19:58,11705,561
pppIHoA8b8B8Wd5t72sDxA,Veronica,2010/6/26 13:43,3208,667
nupUUNrq7Cpp0IgtWFufw,Tatiana,2012/3/16 14:23,8,17
s4otTtgIxrjUoPoHGHWzA,Aleida,2010/8/22 16:29,1,17
Cho8yl2rBzBytlt_kcLJYQ,Natasha,2011/11/6 9:44,80,136
v6vxz_p7QmM9XxxS6HyD6g,Joe,2010/8/23 12:08,32,88
qAoekZw9MECmkFkeh99Jw,Jenni,2014/6/11 18:59,1,28
gbU3jC4hXjaFltZnXmtTA,Aja,2016/8/4 5:09,299,74
AwGP1zmqNZVnRmYFliCq6Q,Vanessa,2014/2/8 19:12,834,387
s6sxWKYl1aJ8kNE9ANkvgA,Cassandra,2016/9/28 16:49,483,103
g_Y88iSiJ39CTd_x1k6rjg,Katherine,2017/7/16 11:40,3402,656
ic_oWmT7EqZ0pH3ya0MKrw,Jennifer,2014/12/7 2:29,71,94
zddT7IQp6Du6oL3qBMoGJw,Melissa,2012/7/17 13:05,1,8
pZqOQ4dg2sSiVelYy8OSA,Caterina,2013/9/4 18:37,143,121
8TJ2cJnjZRGOm5cfSWkJtw,Valerie,2016/12/30 1:35,6,20
0JCRNiMisqMCXG632dtajw,Naveen,2010/9/12 3:42,14,36
vAFKiEFPtvNoBaX4hl8Bqg,Jess,2010/11/15 2:06,5,66
Qx5RP0y3VzyKplHYD9WHlg,Cashmere,2012/9/20 14:51,26,101
lmK6sMXFxQPNB0Uz6ISzvg,S,2013/9/19 22:07,3,40
h_nWGXq2vAuAKQpSvUnew,Linda,2010/1/10 14:17,4,25
U9ZbX4JgJgxDqPGfJj23Q,Donald,2018/10/22 9:03,9,53
Xm6m_Nq65tyIKFX4xJHDBg,Jane,2010/10/31 0:16,29,44
KQzqAdf1zLHwaPaCoWoOCw,David,2010/4/30 19:11,11,47
